Country_State,Site,Component,Name_Nearest_City, Count_Building_Owned , Building_Owned_SqFt , Count_Bldgs_Leased ,Bldgs_Leased_SqFt, Count_Bldgs_Other , Bldgs_Other_SqFt , Acres_Owned , Total_Acres ,Plant_Replacement_Value_M,Latitude,Longitude,Lat_Long_Sources
Alabama,ABSTON ANG STATION,Air National Guard,Montgomery,7,"73,834",0,0,0,0,0.00,27.00,$45.54,32.3535522,-86.34922368,US_Base_Project_BSR-FY24_Lat-Long
Alabama,Allen Stagefield AL,Army Active,Wiksburg,5,"3,966",0,0,1,44,113.53,113.53,$54.92,31.2310197,-85.65041125,US_Base_Project_BSR-FY24_Lat-Long
Alabama,AMSA 158 G,Army Reserve,Anniston,3,"64,785",0,0,0,0,17.00,17.00,$48.93,33.6603,-85.8313,DeepSeek
Alabama,Anniston Army Depot,Army Active,Anniston,"1,814","9,781,140",0,0,0,0,"15,277.84","15,530.85","$7,306.11",33.68219265,-85.95287537,US_Base_Project_BSR-FY24_Lat-Long
Alabama,BARIN FIELD,Navy Active,Foley,7,"13,120",0,0,0,0,813.07,"1,124.27",$86.60,30.39143,-87.63401232,US_Base_Project_BSR-FY24_Lat-Long
Alabama,BIRMINGHAM APRT SITE 1,Air National Guard,Birmingham,42,"372,731",0,0,1,"3,000",0.00,133.71,$384.19,33.56349565,-86.75152732,US_Base_Project_BSR-FY24_Lat-Long
Alabama,Cairns Basefield AL,Army Active,Daleville,64,"553,388",0,0,3,"1,177","1,316.03","1,341.80",$674.72,31.275833,-85.713333,US_Base_Project_BSR-FY24_Lat-Long
Alabama,CLARKE RANGE COMPLEX,Army National Guard,Anniston,115,"186,760",0,0,0,0,"22,316.00","22,316.00",$317.49,33.7121,-85.8036,DeepSeek
Alabama,DOTHAN REGIONAL AIRPORT ANG STATION,Air National Guard,Dothan,3,"52,343",0,0,0,0,0.00,21.40,$35.35,31.321627,-85.44961351,US_Base_Project_BSR-FY24_Lat-Long
Alabama,FORT MCCLELLAN TRAINING CENTER,Army National Guard,Anniston,103,"891,691",0,0,0,0,6.26,162.55,$551.92,33.7025884,-85.77397815,US_Base_Project_BSR-FY24_Lat-Long
Alabama,Fort Moore AL,Army Active,Fort Mitchell,66,"58,209",0,0,3,377,"12,258.36","12,258.36",$120.78,32.34167,-85.02167,DeepSeek
Alabama,"Fort Novosel,  AL",Army Active,Fort Novosel,634,"5,356,014",3,"3,361",1214,"3,415,903","57,886.18","99,314.39","$6,372.33",31.3375,-85.71111,DeepSeek
Alabama,Goldberg Stagefield AL,Army Active,Ozark,6,"6,479",0,0,0,0,98.80,101.07,$51.23,31.41374005,-85.46346186,US_Base_Project_BSR-FY24_Lat-Long
Alabama,Highbluff Stagefield AL,Army Active,Hartford,6,"7,470",0,0,1,44,190.35,191.07,$49.15,31.14998315,-85.73631377,US_Base_Project_BSR-FY24_Lat-Long
Alabama,Hunt Stagefield AL,Army Active,Ozark,4,"6,218",0,0,0,0,133.73,153.55,$51.17,31.3800913,-85.58014104,US_Base_Project_BSR-FY24_Lat-Long
Alabama,HUNTSVILLE AL MCRC,Marine Corps Reserve,Huntsville,3,"24,159",0,0,0,0,10.15,10.15,$25.47,34.69616515,-86.5839209,US_Base_Project_BSR-FY24_Lat-Long
Alabama,Louisville Stagefield AL,Army Active,Louisville,1,"4,280",0,0,0,0,101.00,105.33,$38.56,31.81469925,-85.6494063,US_Base_Project_BSR-FY24_Lat-Long
Alabama,MAXWELL AFB SITE 1,Air Force Active,Maxwell Air Force Base,197,"4,566,058",0,0,285,"660,443","2,527.13","3,542.53","$3,563.24",32.3818479,-86.3533076,US_Base_Project_BSR-FY24_Lat-Long
Alabama,MAXWELL AIR FORCE BASE GUNTER ANNEX SITE 1,Air Force Active,Gunter Air Force Base,55,"1,609,329",0,0,134,"472,970",352.66,355.23,"$1,400.82",32.410833,-86.251944,US_Base_Project_BSR-FY24_Lat-Long
Alabama,MG Horace B Hanson ARC,Army Reserve,Birmingham,4,"99,836",0,0,0,0,14.00,15.18,$74.02,33.37661898,-86.78520132,US_Base_Project_BSR-FY24_Lat-Long
Alabama,MONTGOMERY REGIONAL AIRPORT ANG BASE,Air National Guard,Montgomery,31,"335,269",0,0,1,"3,000",0.00,187.24,$407.99,32.2962424,-86.39041851,US_Base_Project_BSR-FY24_Lat-Long
Alabama,NOLF BREWTON,Navy Active,Brewton,0,0,0,0,3,"1,286",0.00,644.79,$67.63,31.050556,-87.065556,US_Base_Project_BSR-FY24_Lat-Long
Alabama,NOLF EVERGREEN,Navy Active,Evergreen,0,0,0,0,2,"2,204",73.30,567.28,$57.78,31.41949302,-87.0434112,US_Base_Project_BSR-FY24_Lat-Long
Alabama,NOLF SILVERHILL,Navy Active,Daphne,2,"1,443",0,0,0,0,352.32,400.15,$47.08,30.5604892,-87.81004935,US_Base_Project_BSR-FY24_Lat-Long
Alabama,NOLF SUMMERDALE,Navy Active,Summerdale,2,"1,043",0,0,0,0,627.63,734.65,$72.59,30.50919185,-87.64688348,US_Base_Project_BSR-FY24_Lat-Long
Alabama,NOLF WOLF,Navy Active,Summerdale,1,240,0,0,0,0,311.77,421.88,$46.01,30.3458882,-87.54072372,US_Base_Project_BSR-FY24_Lat-Long
Alabama,NRC-MCRC BESSEMER AL,Navy Reserve,Bessemer,5,"66,862",0,0,0,0,10.50,10.50,$40.13,33.377012,-86.975288,US_Base_Project_BSR-FY24_Lat-Long
Alabama,OTS TRAINING ANNEX SITE 1,Air Force Active,Titus,46,"49,647",0,0,0,0,0.00,201.67,$33.63,32.64563517,-86.27821618,US_Base_Project_BSR-FY24_Lat-Long
Alabama,Redstone Arsenal,Army Active,Huntsville,"1,343","13,375,019",11,"555,948",422,"1,588,558","31,228.38","38,228.17","$13,920.61",34.62975675,-86.65358023,US_Base_Project_BSR-FY24_Lat-Long
Alabama,Runkle Stagefield AL,Army Active,Elba,6,"6,686",0,0,1,68,234.90,237.33,$35.07,31.3400846,-86.09050987,US_Base_Project_BSR-FY24_Lat-Long
Alabama,Skelly Stagefield AL,Army Active,Kinston,4,"6,516",0,0,0,0,163.90,197.34,$41.11,31.2864559,-86.12933071,US_Base_Project_BSR-FY24_Lat-Long
Alabama,Stinson 5ab Stagefield AL,Army Active,New Brockton,5,"6,345",0,0,0,0,529.50,550.12,$45.49,31.35980285,-86.01378266,US_Base_Project_BSR-FY24_Lat-Long
Alabama,Tac X Stagefield AL,Army Active,Samson,6,"16,504",0,0,1,44,111.40,219.40,$25.91,31.1232963,-85.98027385,US_Base_Project_BSR-FY24_Lat-Long
Alabama,Toth Stagefield AL,Army Active,Dothan,4,"5,964",0,0,1,220,125.14,128.19,$61.30,31.2289731,-85.55880737,US_Base_Project_BSR-FY24_Lat-Long
Alabama,TUSCALOOSA AFRC,Army Reserve,Tuscaloosa,2,"84,516",0,0,0,0,15.22,15.22,$52.11,33.11321158,-87.5528359,US_Base_Project_BSR-FY24_Lat-Long
Alaska,BARTER ISLAND DEW STATION BAR SITE 1,Air Force Active,Kaktovik,4,"41,090",0,0,0,0,0.00,647.01,$299.96,70.133889,-143.581944,US_Base_Project_BSR-FY24_Lat-Long
Alaska,BEAVER CREEK RESEARCH SITE 1,Air Force Active,Northway,0,0,0,0,0,0,0.00,"4,055.00",$26.76,63.058843,-141.828322,US_Base_Project_BSR-FY24_Lat-Long
Alaska,BETHEL RADIO RELAY SITE SITE 1,Air Force Active,Bethel,0,0,0,0,0,0,0.00,22.00,$11.72,60.7812996,-161.8841329,US_Base_Project_BSR-FY24_Lat-Long
Alaska,BIG MOUNTAIN RADIO RELAY SITE SITE 1,Air Force Active,Iliamna,0,0,0,0,0,0,0.00,402.00,$191.26,59.362222,-155.258889,US_Base_Project_BSR-FY24_Lat-Long
Alaska,BIRCH LAKE RECREATION ANNEX SITE 1,Air Force Active,Eielson Air Force Base,29,"15,214",0,0,0,0,0.00,51.00,$27.19,64.31820261,-146.6507231,US_Base_Project_BSR-FY24_Lat-Long
Alaska,Black Rapids Training Area,Army Active,Delta Junction,10,"42,475",0,0,2,"1,302",0.00,"2,779.03",$90.06,63.510342,-145.8239026,US_Base_Project_BSR-FY24_Lat-Long
Alaska,BLAIR LAKE AIR FORCE RANGEEX SITE 1,Air Force Active,Eielson Air Force Base,4,"31,704",0,0,0,0,0.00,"58,962.00",$148.61,64.415434,-147.64769,US_Base_Project_BSR-FY24_Lat-Long
Alaska,BURNT MOUNTAIN RESEARCH SITE 1,Air Force Active,Fort Yukon,2,"1,120",0,0,0,0,0.00,"5,107.00",$36.78,67.41576957,-144.6119192,US_Base_Project_BSR-FY24_Lat-Long
Alaska,CAMPION AIR FORCE STATION SITE 1,Air Force Active,Galena,0,0,0,0,0,0,0.00,"2,326.00",$46.75,64.705833,-156.728056,US_Base_Project_BSR-FY24_Lat-Long
Alaska,CAPE LISBURNE LONG RANGE RADAR SITE SITE 1,Air Force Active,Point Hope,6,"44,834",0,0,0,0,0.00,"1,125.00",$304.03,68.87,-166.15,US_Base_Project_BSR-FY24_Lat-Long
Alaska,CAPE NEWENHAM LONG RANGE RADAR SITE SITE 1,Air Force Active,Platinum,6,"43,155",0,0,0,0,0.00,"2,359.00",$319.53,58.626667,-162.076111,US_Base_Project_BSR-FY24_Lat-Long
Alaska,CAPE ROMANZOF LONG RANGE RADAR SITE SITE 1,Air Force Active,Hooper Bay,8,"36,745",0,0,0,0,0.00,"4,900.00",$244.22,61.78219215,-165.9882751,US_Base_Project_BSR-FY24_Lat-Long
Alaska,CHENA RIVER RESEARCH SITE 1,Air Force Active,Eielson Air Force Base,1,180,0,0,0,0,"2,995.00","2,995.00",$53.15,64.8297154,-146.9728394,US_Base_Project_BSR-FY24_Lat-Long
Alaska,CLEAR SPACE FORCE STATION,US Space Force Active,Clear Air Force Station,52,"691,477",0,0,0,0,0.00,"11,438.00","$3,837.79",64.2880625,-149.1783279,US_Base_Project_BSR-FY24_Lat-Long
Alaska,COLD BAY LONG RANGE RADAR SITE SITE 1,Air Force Active,Cold Bay,5,"13,384",0,0,0,0,0.00,208.00,$178.38,55.245053,-162.7700786,US_Base_Project_BSR-FY24_Lat-Long
Alaska,EARECKSON AS SITE 1,Air Force Active,Shemya Station,57,"1,091,579",0,0,0,0,0.00,"3,520.00","$7,293.62",52.72274555,174.1003202,US_Base_Project_BSR-FY24_Lat-Long
Alaska,EIELSON AIR FORCE BASE,Air Force Active,Eielson Air Force Base,290,"4,440,346",0,0,257,"2,821,758","5,398.75","24,918.91","$19,521.27",64.6644444,-147.099444,US_Base_Project_BSR-FY24_Lat-Long
Alaska,ELMENDORF AFB SITE 1,Air Force Active,Elmendorf Air Force Base,385,"6,590,146",0,0,204,"1,414,037","4,976.95","7,663.52","$18,774.86",61.25328165,-149.8081736,US_Base_Project_BSR-FY24_Lat-Long
Alaska,ELMENDORF AFB SITE 2,Air Force Active,Elmendorf Air Force Base,26,"1,215,464",0,0,343,"2,383,508",851.93,"5,711.33","$4,103.01",61.2705242,-149.6976334,US_Base_Project_BSR-FY24_Lat-Long
Alaska,Fairbanks Eielson Pipeline,Army Active,Fort Wainwright,0,0,0,0,0,0,0.00,100.35,"$3,768.25",64.6803295,-147.0511397,US_Base_Project_BSR-FY24_Lat-Long
Alaska,Fort Greely,Army Active,Delta Junction,117,"1,133,802",0,0,93,"455,730",0.00,"7,201.62","$5,031.58",63.857347,-145.8563744,US_Base_Project_BSR-FY24_Lat-Long
Alaska,FORT RICHARDSON SITE 1,Air Force Active,Fort Richardson,466,"5,946,964",0,0,237,"1,943,768","2,137.63","59,781.57","$13,792.40",61.23490275,-149.5969223,US_Base_Project_BSR-FY24_Lat-Long
Alaska,Fort Wainwright,Army Active,Fort Wainwright,379,"6,394,456",0,0,733,"6,597,308","3,394.54","756,371.33","$22,368.49",64.6053824,-147.8563083,US_Base_Project_BSR-FY24_Lat-Long
Alaska,FORT YUKON LONG RANGE RADAR SITE SITE 1,Air Force Active,Fort Yukon,5,"32,003",0,0,0,0,0.00,84.00,$172.31,66.5606895,-145.2059611,US_Base_Project_BSR-FY24_Lat-Long
Alaska,GRANITE MOUNTAIN RADIO RELAY SITE SITE 1,Air Force Active,Nome,0,0,0,0,0,0,0.00,258.00,$17.74,65.4021,-161.2812,US_Base_Project_BSR-FY24_Lat-Long
Alaska,HAARP RESEARCH STATION SITE 1,Air Force Active,Gakona,2,"29,046",0,0,0,0,"5,408.00","5,408.00",$109.61,62.4111904,-145.1585446,US_Base_Project_BSR-FY24_Lat-Long
Alaska,INDIAN MOUNTAIN LONG RANGE RADAR SITE SITE 1,Air Force Active,Hughes,8,"33,223",0,0,0,0,0.00,"4,226.00",$427.48,65.9885828,-153.7287374,US_Base_Project_BSR-FY24_Lat-Long
Alaska,KALAKAKET CREEK RADIO RELAY SITE SITE 1,Air Force Active,Ruby,0,0,0,0,0,0,0.00,316.00,$94.93,64.4178484,-156.8299349,US_Base_Project_BSR-FY24_Lat-Long
Alaska,KING SALMON AIRPORT SITE 1,Air Force Active,King Salmon,12,"56,915",0,0,41,"312,269",134.00,914.25,"$2,279.93",58.6753166,-156.649387,US_Base_Project_BSR-FY24_Lat-Long
Alaska,KODIAK AK,Navy Active,Kodiak,7,"53,877",0,0,0,0,0.00,240.70,$140.59,57.7916467,-152.4105845,US_Base_Project_BSR-FY24_Lat-Long
Alaska,KOTZEBUE LONG RANGE RADAR SITE SITE 1,Air Force Active,Kotzebue,2,"4,511",0,0,0,0,0.00,676.00,$73.26,66.843056,-162.595,US_Base_Project_BSR-FY24_Lat-Long
Alaska,LONELY SHORT RANGE RADAR SITE SITE 1,Air Force Active,Utqiagvik,0,0,0,0,0,0,0.00,"1,082.00",$84.29,70.910833,-153.242222,US_Base_Project_BSR-FY24_Lat-Long
Alaska,MURPHY DOME LONG RANGE RADAR SITE SITE 1,Air Force Active,College,2,"4,104",0,0,0,0,0.00,846.00,$17.18,64.9525,-148.356944,US_Base_Project_BSR-FY24_Lat-Long
Alaska,NAKNEK RECREATION ANNEX NO 2 SITE 1,Air Force Active,King Salmon,0,0,0,0,0,0,0.00,55.00,$23.55,58.63536753,-156.5695595,US_Base_Project_BSR-FY24_Lat-Long
Alaska,NARL BARROW CAMP TR1,Navy Active,Utqiagvik,2,"34,643",0,0,0,0,0.00,851.70,$92.74,71.3275883,-156.6779646,US_Base_Project_BSR-FY24_Lat-Long
Alaska,NIKOLSKI RADIO RELAY SITE SITE 1,Air Force Active,Nikolski,0,0,0,0,0,0,0.00,323.00,$71.82,52.9707464,-168.8450724,US_Base_Project_BSR-FY24_Lat-Long
Alaska,NORTH RIVER RADIO RELAY SITE SITE 1,Air Force Active,Unalakleet,0,0,0,0,0,0,0.00,144.00,$76.68,63.89830775,-160.6337417,US_Base_Project_BSR-FY24_Lat-Long
Alaska,OLIKTOK LONG RANGE RADAR SITE SITE 1,Air Force Active,Deadhorse,5,"39,892",0,0,0,0,160.00,770.00,$170.36,70.499124,-149.8733679,US_Base_Project_BSR-FY24_Lat-Long
Alaska,POINT BARROW LONG RANGE RADAR SITE SITE 1,Air Force Active,Utqiagvik,0,0,0,0,2,"33,650",0.00,266.00,$146.44,71.327222,-156.636111,US_Base_Project_BSR-FY24_Lat-Long
Alaska,POINT LAY LONG RANGE RADAR SITE SITE 1,Air Force Active,Point Lay,3,"25,036",0,0,0,0,0.00,"1,442.00",$146.10,69.732222,-163.011111,US_Base_Project_BSR-FY24_Lat-Long
Alaska,PORT HEIDEN RADIO RELAY SITE SITE 1,Air Force Active,Port Heiden,0,0,0,0,0,0,1.00,171.00,$16.88,56.97999,-158.65677,US_Base_Project_BSR-FY24_Lat-Long
Alaska,Seward Recreation Area,Army Active,Seward,22,"54,975",0,0,0,0,0.00,23.82,$102.50,60.1335345,-149.4323435,US_Base_Project_BSR-FY24_Lat-Long
Alaska,SPARREVOHN LONG RANGE RADAR SITE SITE 1,Air Force Active,Lime Village,5,"36,347",0,0,0,0,0.00,"1,179.00",$485.86,61.0968176,-155.5707274,US_Base_Project_BSR-FY24_Lat-Long
Alaska,TATALINA LONG RANGE RADAR SITE SITE 1,Air Force Active,Mcgrath,8,"37,597",0,0,0,0,0.00,"4,970.00",$896.84,62.910618,-156.0103146,US_Base_Project_BSR-FY24_Lat-Long
Alaska,TIN CITY LONG RANGE RADAR SITE SITE 1,Air Force Active,Wales,6,"83,453",0,0,0,0,37.00,723.00,$396.05,65.5645851,-167.955893,US_Base_Project_BSR-FY24_Lat-Long
Alaska,Whittier Anchorage Pipeline,Army Active,Whittier,0,0,0,0,0,0,0.00,193.09,$473.67,60.7789,-148.724158,US_Base_Project_BSR-FY24_Lat-Long
Alaska,Yukon Command Training Site,Army Active,Fairbanks,18,"23,831",0,0,0,0,0.00,"256,804.63",$338.48,64.67980598,-146.9465305,US_Base_Project_BSR-FY24_Lat-Long
Alaska,YUKON WEAPONS RANGE SITE 1,Air Force Active,Eielson Air Force Base,6,"6,450",0,0,1,"1,008",27.67,325.20,$195.95,64.77332885,-146.8897507,US_Base_Project_BSR-FY24_Lat-Long
American Samoa,Te'o USARC,Army Reserve,Pago Pago,10,"122,436",0,0,0,0,0.00,4.68,$261.65,-14.32883249,-170.7236046,US_Base_Project_BSR-FY24_Lat-Long
Arizona,16TH ST HOUSING,Marine Corps Active,Yuma,0,0,0,0,27,"166,051",22.78,22.78,$83.66,32.6587194,-114.6129105,US_Base_Project_BSR-FY24_Lat-Long
Arizona,AIR CONTROL TOWER,Marine Corps Active,Yuma,3,"21,572",0,0,0,0,10.00,11.70,$32.07,32.5734404,-113.5647057,US_Base_Project_BSR-FY24_Lat-Long
Arizona,AIR FORCE PLANT 44 SITE 1,Air Force Active,Tucson,102,"1,367,613",0,0,0,0,"2,387.00","2,394.00",$888.98,32.10252946,-110.9409765,US_Base_Project_BSR-FY24_Lat-Long
Arizona,BARRY GOLDWATER RANGE,Marine Corps Active,Yuma,54,"179,010",0,0,0,0,"41,639.41","692,800.05",$673.67,32.5083756,-114.4632975,US_Base_Project_BSR-FY24_Lat-Long
Arizona,BARRY M GOLDWATER RANGE SITE 1,Air Force Active,Gila Bend,42,"137,198",0,0,0,0,0.00,"2,012.70",$243.71,32.6852646,-112.9051183,US_Base_Project_BSR-FY24_Lat-Long
Arizona,Camp Navajo,Army National Guard,Bellemont,921,"3,052,044",0,0,0,0,"28,458.49","28,545.61","$2,967.63",35.2023387,-111.8421521,US_Base_Project_BSR-FY24_Lat-Long
Arizona,DAVIS MONTHAN AFB SITE 1,Air Force Active,Davis-monthan Air Force Base,477,"5,163,763",0,0,1069,"3,329,147","3,684.47","10,479.17","$5,880.11",32.17079565,-110.8699024,US_Base_Project_BSR-FY24_Lat-Long
Arizona,Florence Military Reservation,Army National Guard,Florence,21,"167,984",0,0,0,0,"5,655.00","5,655.00",$165.25,33.08585545,-111.3634576,US_Base_Project_BSR-FY24_Lat-Long
Arizona,Fmr West,Army National Guard,Florence,0,0,0,0,15,"39,015",0.00,60.00,$29.33,33.09725863,-111.3866017,US_Base_Project_BSR-FY24_Lat-Long
Arizona,Fort Huachuca,Army Active,Sierra Vista,613,"6,472,697",0,0,931,"2,536,412","71,842.83","73,540.01","$8,867.78",31.5272545,-110.3606475,US_Base_Project_BSR-FY24_Lat-Long
Arizona,FORT TUTHILL RECREATION ANNEX SITE 1,Air Force Active,Flagstaff,32,"36,093",0,0,0,0,14.21,14.26,$42.13,35.13944696,-111.6937313,US_Base_Project_BSR-FY24_Lat-Long
Arizona,GOLDWATER ANGB,Air National Guard,Phoenix,19,"276,991",0,0,1,"3,000",0.00,60.00,$419.75,33.42499,-112.01263,DeepSeek
Arizona,Herrea Hall USAR Center,Army Reserve,Mesa,5,"93,913",0,0,0,0,12.61,12.61,$64.69,33.3769,-111.6156,DeepSeek
Arizona,LUKE A F BASE SITE 1,Air Force Active,Luke Air Force Base,330,"4,091,420",0,0,352,"973,262","2,926.44","4,837.16","$4,357.69",33.5354345,-112.3735227,US_Base_Project_BSR-FY24_Lat-Long
Arizona,LUKE AIR FORCE AUXILIARY FIELD NO 1 SITE 1,Air Force Active,Wittmann,1,"1,000",0,0,0,0,400.00,"1,105.00",$152.66,33.71232559,-112.5224438,US_Base_Project_BSR-FY24_Lat-Long
Arizona,LUKE WASTE ANNEX SITE 1,Air Force Active,Glendale,8,"25,846",0,0,0,0,0.00,46.06,$40.16,33.51100625,-112.4009288,US_Base_Project_BSR-FY24_Lat-Long
Arizona,MARTINEZ LAKE,Marine Corps Active,Martinez Lake,21,"12,157",0,0,0,0,0.00,13.00,$12.55,32.98624604,-114.4764154,US_Base_Project_BSR-FY24_Lat-Long
Arizona,MCAS YUMA MAIN BASE,Marine Corps Active,Yuma,234,"2,932,468",0,0,365,"1,251,429","2,824.40","4,818.48","$4,776.97",32.6536392,-114.5850947,US_Base_Project_BSR-FY24_Lat-Long
Arizona,NAVOBSSTA FLAGSTAFF AZ,Navy Active,Flagstaff,13,"25,685",0,0,0,0,278.00,292.85,$29.90,35.1775053,-111.6667644,US_Base_Project_BSR-FY24_Lat-Long
Arizona,THE BARRY M GOLDWATER AIR FORCE RANGE SITE 1,Air Force Active,Gila Bend,8,"7,323",0,0,0,0,"42,881.98","1,153,008.34",$968.75,32.7,-113.4,DeepSeek
Arizona,TUCSON IAP ARZ SITE 1,Air National Guard,Tucson,43,"620,311",0,0,1,"3,000",93.88,98.12,$729.93,32.11264765,-110.9346376,US_Base_Project_BSR-FY24_Lat-Long
Arizona,Yuma Proving Ground,Army Active,Yuma,570,"1,894,482",0,0,192,"512,443","174,009.23","1,113,859.12","$6,142.37",32.8613931,-114.118084,US_Base_Project_BSR-FY24_Lat-Long
Arkansas,Eldridge Harrington ARC,Army Reserve,Conway,3,"30,524",0,0,0,0,10.00,10.00,$21.65,35.05984221,-92.41028926,US_Base_Project_BSR-FY24_Lat-Long
Arkansas,Fort Chaffee Mtc,Army National Guard,Fort Chaffee,420,"1,847,517",0,0,0,0,"64,426.40","64,746.40","$1,806.63",35.3123139,-94.3060452,US_Base_Project_BSR-FY24_Lat-Long
Arkansas,FT SMITH MAP SITE 1,Air National Guard,Fort Smith,42,"397,266",0,0,0,0,0.01,143.51,$312.51,35.3880338,-94.4265011,US_Base_Project_BSR-FY24_Lat-Long
Arkansas,Jonesboro AFRC,Army Reserve,Jonesboro,4,"105,401",0,0,0,0,23.33,23.33,$78.55,35.80512089,-90.61764672,US_Base_Project_BSR-FY24_Lat-Long
Arkansas,LITTLE ROCK AFB SITE 1,Air Force Active,Little Rock Air Force Base,323,"4,144,629",0,0,10,"10,265","6,004.00","6,829.00","$3,713.51",34.90592735,-92.13876999,US_Base_Project_BSR-FY24_Lat-Long
Arkansas,Pine Bluff Arsenal,Army Active,White Hall,953,"3,582,387",0,0,0,0,"14,226.77","14,293.03","$3,206.29",34.32663135,-92.08668289,US_Base_Project_BSR-FY24_Lat-Long
Australia,AREA A-VLF,Navy Active,Exmouth,0,0,0,0,0,0,0.00,"5,510.33",$0.00,-21.78621807,114.164728,US_Base_Project_BSR-FY24_Lat-Long
Australia,AREA C-HFR,Navy Active,Exmouth,0,0,0,0,0,0,0.00,"9,463.00",$0.00,-22.33903758,114.0443607,US_Base_Project_BSR-FY24_Lat-Long
Australia,EXMOUTH FAMILY HOUSING ANNEX SITE 1,Air Force Active,Exmouth,29,"25,474",0,0,0,0,0.00,4.00,$10.75,-21.933056,114.128056,US_Base_Project_BSR-FY24_Lat-Long
Australia,NAVCOMMSTA H E HOLT EXMOUTH AS,Navy Active,Northwest Cape,53,"412,983",0,0,0,0,0.00,"5,098.72",$610.71,-21.816111,114.165278,US_Base_Project_BSR-FY24_Lat-Long
Australia,ROYAL AUSTRALIAN AIR FORCE BASE DARWIN,Air Force Active,Darwin,5,"12,656",0,0,1,"5,995",0.00,0.00,$218.58,-12.4142113,130.8992057,US_Base_Project_BSR-FY24_Lat-Long
Australia,ROYAL AUSTRALIAN AIR FORCE BASE TINDAL,Air Force Active,Unknown,2,"2,340",0,0,0,0,0.00,0.00,$12.68,-14.521111,132.377778,US_Base_Project_BSR-FY24_Lat-Long
"Bahamas, The",AUTEC BIG WOOD CAY,Navy Active,Andros Island,0,0,0,0,0,0,0.00,34.00,$6.36,24.3798935,-77.73747282,US_Base_Project_BSR-FY24_Lat-Long
"Bahamas, The",AUTEC GOLDING CAY,Navy Active,Andros Island,0,0,0,0,0,0,0.00,28.80,$11.00,25.5298089,-76.85089998,US_Base_Project_BSR-FY24_Lat-Long
"Bahamas, The",AUTEC GREAT STIRRUP CA,Navy Active,Andros Island,0,0,0,0,0,0,0.00,12.30,$1.03,25.82313985,-77.90080628,US_Base_Project_BSR-FY24_Lat-Long
"Bahamas, The",AUTEC HIGH POINT CAY,Navy Active,Andros Island,0,0,0,0,0,0,0.00,14.00,$5.47,23.90102075,-77.49108464,US_Base_Project_BSR-FY24_Lat-Long
"Bahamas, The",AUTEC MAIN BASE,Navy Active,Andros Island,159,"647,405",0,0,0,0,0.00,420.00,"$1,055.45",24.705556,-77.769167,US_Base_Project_BSR-FY24_Lat-Long
"Bahamas, The",AUTEC SALVADOR POINT,Navy Active,Andros Island,10,"12,609",0,0,0,0,0.00,31.43,$60.60,24.49889166,-77.71907055,US_Base_Project_BSR-FY24_Lat-Long
Bahrain,BANZ WRHS COMPOUND,Navy Active,Al Jufayr,5,"2,420",15,"1,199,179",0,0,0.00,14.41,$465.94,26.186588,50.5296576,US_Base_Project_BSR-FY24_Lat-Long
Bahrain,DEPENDENT SCHOOL,Navy Active,Al Jufayr,5,"2,205",8,"315,383",0,0,0.00,25.70,$165.86,26.20828815,50.60358689,US_Base_Project_BSR-FY24_Lat-Long
Bahrain,ISA FLIGHTLINE,Navy Active,Bahrain Island,68,"131,895",0,0,0,0,0.00,0.00,$110.73,25.9144265,50.59263634,US_Base_Project_BSR-FY24_Lat-Long
Bahrain,ISA SITE 3,Navy Active,Unknown,9,"7,339",0,0,0,0,0.00,0.00,$12.19,26.066667,50.5,US_Base_Project_BSR-FY24_Lat-Long
Bahrain,MINA SALMAN PIER AREA,Navy Active,Al Jufayr,0,0,0,0,0,0,0.00,0.00,$57.72,26.19708904,50.62117506,US_Base_Project_BSR-FY24_Lat-Long
Bahrain,NAVSUPPACT BAHRAIN,Navy Active,Manama,92,"1,279,593",0,0,1,367,0.00,66.18,"$1,043.67",26.209722,50.609722,US_Base_Project_BSR-FY24_Lat-Long
Bahrain,NORTH RAMP,Navy Active,Manama,6,"5,474",0,0,0,0,0.00,0.00,$29.19,26.27565147,50.63604503,US_Base_Project_BSR-FY24_Lat-Long
Bahrain,NSA III,Navy Active,Al Jufayr,8,"32,858",3,"85,779",0,0,0.00,3.13,$96.70,26.20972,50.60972,DeepSeek
Bahrain,NSA-II,Navy Active,Manama,54,"841,313",0,0,0,0,0.00,94.55,$837.93,26.20784719,50.615508,US_Base_Project_BSR-FY24_Lat-Long
Bahrain,SHAIKH ISA,Navy Active,Unknown,360,"472,007",0,0,0,0,0.00,0.00,$314.18,26.066667,50.5,US_Base_Project_BSR-FY24_Lat-Long
Belgium,Brussels Leases,Army Active,Brussels,0,0,20,"354,518",0,0,0.00,13.02,$125.98,50.8651533,4.482996743,US_Base_Project_BSR-FY24_Lat-Long
Belgium,Brussels Sterrebeek Annex Dep School,Army Active,Brussels,22,"180,817",0,0,0,0,20.97,20.97,$102.93,50.8644353,4.482374123,US_Base_Project_BSR-FY24_Lat-Long
Belgium,Chievres Air Base,Army Active,Chievres Ab,83,"425,899",0,0,55,"376,829",0.00,"1,187.00",$814.79,50.57656485,3.838887774,US_Base_Project_BSR-FY24_Lat-Long
